p,corr_YZ,corr_YU,perturb_level_YU,perturb_level_YZ,train_n,test_n,van_w_f,van_w_g,strat_w_f,strat_w_g,van_train_loss,van_test_loss,van_test_acc,strat_train_loss,strat_test_loss,strat_test_acc
0.25,-0.0778304609521353,-0.6200885494677966,-3,0,2500,500,"[0.45562860350779055, 0.13444742359852274, -0.2473411425660622, -0.5115929339169677]","[0.23793709535106825, 0.17694724619800942, -0.09003572477425571]","[-1.7677326924595236, 0.4834082833956592, -2.3419883018896184, 0.5660037653314479]","[-1.6532981774647852, -0.04237638401906185, 2.0954852094240586]",0.659237844021488,0.6902446919927059,0.594,2.3901725823378213,2.2293205820214657,0.458
0.25,-0.06803222361430307,-0.4301328242016949,-2,0,2500,500,"[0.5567511931155404, 0.15996010642261943, -0.2625538168515392, -0.5444731071731096]","[0.3014305051355268, 0.15325316231927247, -0.07816306589438551]","[-1.2066444119736321, 0.46641442284013035, -2.1392275153657727, 0.5408919075532942]","[-0.9943021728791983, -0.2651800694256716, 1.9677674720438532]",0.6557425463029037,0.6831679968386771,0.592,2.093950072185157,1.9682620233602073,0.476
0.25,-0.05333486760755454,-0.14519923630254233,-1,0,2500,500,"[0.6134814650851197, 0.20255432774259727, -0.20480188902091948, -0.48710049710704845]","[0.4208105800074194, 0.12145168191844406, -0.07895720660861966]","[-0.26839892500538653, 0.4334026422176702, -1.1901623122804446, 0.3345152015013728]","[-0.088863574563315, -0.3246916026619513, 1.3577463014210993]",0.6496553940732956,0.6820636224097022,0.602,1.3947130652948576,1.3813286090687855,0.414
0.25,-0.03128883359743195,0.2822011455461865,0,0,2500,500,"[0.7760185545615035, 0.2148396834972778, -0.29281946432280387, -0.5712839878581086]","[0.5899019899308815, 0.15985362063956773, -0.09086305051598005]","[0.5240667580725588, 0.6661315744693167, -1.5805416434863444, 0.42465127745712783]","[0.8077102493851931, -0.42907319349070483, 1.7355459223600058]",0.628123614212725,0.6603281299092039,0.638,1.5831754062609988,1.5144290637963882,0.494
0.25,-0.018947074262179592,0.5214674303641242,1,0,2500,500,"[0.8059588867228272, 0.20533725556484422, -0.20920770420048063, -0.3774426197847974]","[0.7130469454248631, 0.18657459100124393, -0.09518968404073988]","[1.2482851777227755, 0.6863444270394032, -1.2122785255607331, 0.3451720756087677]","[1.4749209119937445, -0.12306484698027198, 1.3852223506990629]",0.6172791967082019,0.6489261141735718,0.636,1.290123805157093,1.273071307700906,0.556
0.25,-0.010719234705344693,0.6809782869094161,2,0,2500,500,"[0.9328276958659775, 0.31141380589255324, -0.16065160427220368, -0.301854963690296]","[0.7763620171230825, 0.2084372728017546, -0.09760165347720605]","[1.7577962450378024, 0.7312626305394314, -1.1193606954268485, 0.3005155115145717]","[2.0700947172923514, 0.07246691654479487, 1.0631568801011495]",0.605737461805808,0.6402246378971065,0.662,1.1139189733874846,1.2607710250540414,0.576
0.25,-0.005234008334121409,0.7873188579396108,3,0,2500,500,"[0.9279332601489, 0.27063309733733226, -0.14920560141341735, -0.2493262253572768]","[0.850533518777668, 0.2495305640894384, -0.10776737507109443]","[2.1516034330327267, 1.1486533520815174, -1.401477276169813, 0.3915587384738196]","[2.434235115622074, 0.23610353955388774, 1.6297715480876684]",0.597580651509008,0.6322526858597599,0.67,1.4553132997090787,1.5012673075305127,0.596
0.25,0.28144635936524315,-0.6086127044134048,-3,1,2500,500,"[0.36298982281161046, 0.12012598944841214, -0.0944714145091316, 0.45534918694776716]","[0.2543305561663252, 0.13531155287785254, -0.18805474429436553]","[-1.302536994347071, 1.025698343095582, -3.6629737303009415, 0.7274123428239715]","[-1.9218892405624777, -0.7220160606742605, 2.966366654351479]",0.641931007108797,0.6542567175038078,0.586,4.161278369257282,3.8718955480893302,0.384
0.25,0.2879785175904647,-0.4150971317762591,-2,1,2500,500,"[0.38547672283561596, 0.1796580391326319, -0.07969144204312793, 0.47283645649756945]","[0.33234526791064917, 0.11203277741607379, -0.18478984291710657]","[-0.9786742815828229, 1.049500568885817, -3.038339440099919, 0.5312782510183306]","[-1.3958387268154624, -0.9001267726704996, 2.3655138744027027]",0.6381663270848669,0.6529535981500734,0.596,3.368145670145095,3.050290620796177,0.41
0.25,0.2977767549282969,-0.12741955867560997,-1,1,2500,500,"[0.45850320907215664, 0.21080436950965162, -0.04867845455127122, 0.4908504331774358]","[0.4099187089116194, 0.11562952618209342, -0.18908430025823506]","[-0.23069955884441956, 1.3256665767157363, -3.233402333423783, 0.6638121500629455]","[-0.6371448599840732, -1.4508960822710342, 2.5956823923999313]",0.6304533453371296,0.6405415806353187,0.602,3.5789353391354752,3.31395030019898,0.376
0.25,0.3124741109350454,0.29853688989037797,0,1,2500,500,"[0.5857553253742328, 0.17210672606366909, -0.04556958135495868, 0.536334821313403]","[0.5403632322356224, 0.1976702223445556, -0.17047447324502377]","[0.3671158559612767, 1.0545848482366247, -2.4305114176437272, 0.44649767983721833]","[0.24199940726993618, -0.6403243169670669, 2.015660067033127]",0.6151658465181994,0.6193141424967212,0.646,2.3684236051909915,2.2260019065998167,0.428
0.25,0.3207019504918803,0.5342275879250135,1,1,2500,500,"[0.6772271777494635, 0.1355480699277201, -0.021856911576112456, 0.6630328230117518]","[0.6109339438244296, 0.26560569975863113, -0.17295823462155768]","[0.9409001124355129, 0.9706953304685637, -2.1445264361714638, 0.36806723942061126]","[1.0090792899010403, -0.5789315686792311, 1.6311443165483892]",0.6002920978410844,0.5994171953623297,0.69,1.9576871190334328,1.9846744694958471,0.48
0.25,0.3261871768631036,0.6902987414783098,2,1,2500,500,"[0.7600443007428471, 0.2032147939938284, -0.12644029902396256, 0.5232583053001197]","[0.6682649435890732, 0.31463915907261053, -0.14218070106960742]","[1.2276496612564547, 1.391389069085124, -1.8391436127535234, 0.40062927557182515]","[1.1965280066472561, -0.16851949878090933, 1.759558446605582]",0.5916173376254281,0.6048257734737993,0.688,1.7929820042351574,1.888490951144449,0.486
0.25,0.32984399444391915,0.7938891459038097,3,1,2500,500,"[0.7806707635870702, 0.2730103420831911, -0.08412868043797475, 0.5515110433714504]","[0.7299194977277956, 0.2974714907045524, -0.16928222225623177]","[1.279870168618744, 1.0574400098196217, -1.2752738382148618, 0.25013315332762887]","[1.2380483635170199, 0.11413279333109361, 1.0852675540414376]",0.5860551683308095,0.6017602728751558,0.696,1.166269391099714,1.2699718260705881,0.506
0.25,0.5209642395768288,-0.6009621410438102,-3,2,2500,500,"[0.3180465565753643, 0.13578428977885584, -0.02179073999931619, 1.087188349901338]","[0.292643677569647, 0.08741486978520985, -0.24457285821444957]","[-0.8825313998390527, 0.5673658805515267, -1.6228728773202765, 0.27425866388229203]","[-1.1478692142424478, -0.42675005361352114, 0.6718779268029316]",0.6060423168815927,0.6314854195887885,0.636,1.776861726808449,1.6083952669002575,0.368
0.25,0.5253190117269765,-0.4050733368259687,-2,2,2500,500,"[0.34083578427109096, 0.09815887312745493, -0.08817942898877147, 1.0365843052611958]","[0.328604368343444, 0.0944126477934795, -0.2179550396566431]","[-0.7513383826248614, 0.5885576180547203, -1.8169957496279698, 0.3257671079013478]","[-1.0377208292462314, -0.4330185711425525, 0.9211896882736248]",0.6073882211925842,0.6299263081758181,0.634,1.8883398192761844,1.7205585904083442,0.406
0.25,0.5318511699521979,-0.11556644025765511,-1,2,2500,500,"[0.4653080335738832, 0.12083937690356358, -0.06198427148085445, 1.0824452915914244]","[0.3847058460652753, 0.1339341312410954, -0.22914163752148892]","[-0.2662629476795164, 0.5033430696249388, -1.3073037471422508, 0.2352587515534843]","[-0.4158164764387521, -0.18136585952560802, 0.5540703194060832]",0.5961326673679483,0.6192254237119276,0.644,1.196962908075048,1.1495600227036342,0.414
0.25,0.5416494072900304,0.3094273861198389,0,2,2500,500,"[0.5762639323195808, 0.08011925467055056, -0.04690232873938213, 1.1194677871892524]","[0.4769888938579357, 0.2197283258473769, -0.211786319859883]","[0.34754031088653453, 0.7157786992768016, -1.2249007343465839, 0.2135952855575748]","[0.2987130863376868, 0.04976274407724235, 0.7057134748942087]",0.5822181412714897,0.6083426522827463,0.666,1.0905551877156965,1.0688764175535939,0.41
0.25,0.5471346336612537,0.5427343596322729,1,2,2500,500,"[0.6407786577534755, 0.23102509693925494, -0.033241735650429066, 1.0848456272733673]","[0.5515076095282286, 0.2643465500684463, -0.21809020016016728]","[0.6253313685284059, 0.7887818218681455, -0.7053422778366842, 0.17654404070669316]","[0.553540960947956, 0.12424526932004087, 0.9029553171537792]",0.5704320741341806,0.5928274824612473,0.688,1.13848893558728,1.1588881523276087,0.436
0.25,0.5507914512420691,0.6965123778575724,2,2,2500,500,"[0.6979650195974942, 0.22447959773811546, -0.09929264223268665, 1.0403213482036378]","[0.5964326888735096, 0.35334852957172486, -0.18578073955035787]","[1.0677992246321548, 1.0423625592806243, -0.5946547767931989, 0.15823507933825876]","[0.9982401394137648, 0.43230428123268516, 0.9651602054612312]",0.5605775388925546,0.5847593865827623,0.69,1.0797120429635487,1.1090544234276125,0.48
0.25,0.5532293296292795,0.7982693378799424,3,2,2500,500,"[0.731790590036385, 0.17810556336935043, -0.16135239781296096, 1.0173058437996987]","[0.6321862381056321, 0.43761764947311127, -0.15008826312842044]","[1.111897038138015, 1.0781710759298138, -0.6461397175678041, 0.17301508746114436]","[1.0123138402877354, 0.3768889964737656, 1.055981218823876]",0.5546955317392521,0.5827850350189647,0.704,1.1280218990364712,1.2069530163219238,0.49
0.25,0.6806428263845525,-0.5958617654640805,-3,3,2500,500,"[0.2686452527755052, 0.23062603159580605, -0.005363753778764628, 1.496450971592053]","[0.2915068818304823, 0.06772862026125656, -0.2649733340499562]","[-0.7322166069849381, 0.1763945712138093, -1.076136864032188, 0.20621919438524294]","[-0.9376695415657293, -0.5722423272368005, 0.48958674153440107]",0.5768738203287129,0.5974714463993582,0.67,1.5914482759402793,1.5133353109957761,0.364
0.25,0.6835460078179844,-0.3983908068591083,-2,3,2500,500,"[0.34517949151318117, 0.2048369793141818, -0.02650716255516513, 1.4812611194000251]","[0.29089384398575013, 0.09500710611993529, -0.24080045898957025]","[-0.4753359932060177, 0.28771326195138847, -0.8724642348658103, 0.2084097180909379]","[-0.5974190569841914, -0.3292675564710843, 0.5742481438085338]",0.5784591824658745,0.6032468215794656,0.672,1.3777765912502276,1.2878121381287218,0.378
0.25,0.6879007799681319,-0.10766436131235183,-1,3,2500,500,"[0.4862635165296166, 0.08193547858709407, -0.03913982325271511, 1.4967555458372654]","[0.3342604536750039, 0.15641376078572924, -0.23231530792289054]","[-0.24557793340383882, 0.34959439672648984, -0.9513635465068733, 0.21453778359964115]","[-0.3613562354432804, -0.3227512945305475, 0.7268635130193366]",0.5707012738235894,0.5950008617340643,0.676,1.4286989761742854,1.3040862814266239,0.376
0.25,0.6944329381933535,0.31668771693947956,0,3,2500,500,"[0.6219589943261328, -0.005692962010669443, -0.05747241427003594, 1.615964255461326]","[0.4205979694946124, 0.24594841138473014, -0.23062599982814516]","[0.0708307341531959, 0.8059074480924364, -0.9378117898533409, 0.21617139423060572]","[-0.08933944481313383, 0.027399136002175917, 1.053473925642125]",0.5516268594674051,0.5744110419109985,0.694,1.4601897355338003,1.4488485811313774,0.396
0.25,0.698089755774169,0.5484055407704458,1,3,2500,500,"[0.676470047633293, 0.13376152940854727, -0.06818755683686453, 1.609919858576562]","[0.4581948545811279, 0.2790249941705023, -0.21120261420407543]","[0.615137633627665, 0.9801474857873027, -0.8230796956065944, 0.19983756158082033]","[0.5127775533060539, 0.2617619036645873, 1.0777949822582142]",0.5437577090852993,0.562717357951693,0.692,1.3015739904594676,1.2837373113225312,0.406
0.25,0.7005276341613793,0.700654802110414,2,3,2500,500,"[0.7063655344160332, 0.2275111324955984, -0.017555323190509425, 1.6453096958794684]","[0.5198098158490974, 0.3259271809982395, -0.1930223282107754]","[0.7677614260170433, 1.2459413198351454, -0.8562429662472018, 0.2025585731864309]","[0.639716788953864, 0.4056880673334533, 1.3011974276887623]",0.5373787870928045,0.5667411080597432,0.69,1.3864959134424044,1.4721317224892896,0.438
0.25,0.7021528864195196,0.8011894658640305,3,3,2500,500,"[0.7480061342320258, 0.16702264848368759, -0.022214436238318667, 1.7022467301203918]","[0.5426769755108752, 0.33056851337537296, -0.20443520799620654]","[0.9440029807875661, 1.2908237852418099, -0.771872961866602, 0.1951900327992908]","[0.8200348250370719, 0.4934594262859495, 1.2574614315459538]",0.5324821084363695,0.5477673948265035,0.712,1.3186056138605535,1.4071736566316564,0.442
0.5,-0.7267645810228549,-0.6408164867888326,-3,-3,2500,500,"[0.4693528068154137, 0.2620159726932223, -0.39710626120618225, -2.1343350465297184]","[0.007353404776754319, 0.21650662838849669, 0.26834456190991995]","[-2.5306212060714173, 2.8428919028950816, 2.601585202586445, -0.5388377928749176]","[-4.229429176888832, -1.8712785912309702, -1.031389846723862]",0.5125893421724717,0.5446779001065877,0.736,4.122454700038946,3.704124099782949,0.392
0.5,-0.7238613995894232,-0.4578309934766416,-2,-3,2500,500,"[0.4750801491308785, 0.2501305683141654, -0.3443959250634848, -2.0654493414513437]","[0.12388779099222974, 0.17922524165541728, 0.22174346286997504]","[-1.5127441025204764, 2.7801994867626867, 3.051718640751133, -0.62414965857435]","[-3.520210163795313, -2.614263578477651, -1.0878417846236141]",0.5186189175309535,0.5260013715364387,0.738,4.080465811278633,3.691355028768543,0.39
0.5,-0.7195066274392754,-0.17893300748456803,-1,-3,2500,500,"[0.5544801443646706, 0.21190608964023458, -0.30295297014958683, -2.0167625943601624]","[0.305263084933879, 0.1774704003762295, 0.20524686929894206]","[-0.4439689820168935, 0.7345522340478636, 4.434647695922656, -0.9350952166293353]","[-3.1902372152091245, -2.517205991652271, -1.8267609731821]",0.5145028080600541,0.5280813107561189,0.732,3.7757073080094865,3.5291453018056727,0.424
0.5,-0.7129744692140539,0.2498071878970114,0,-3,2500,500,"[0.7953864847176997, 0.29077838462597866, -0.42259738278283826, -2.094178335075278]","[0.6283888213034936, 0.10641695868294204, 0.1723220219240717]","[0.665364290233524, -0.6083072506395266, 3.900727743361227, -1.164010166501571]","[-2.1283184837668294, -0.9447567772517333, -2.824507647076773]",0.49148117553615994,0.523816770754278,0.756,2.804235879462447,2.8985372295678,0.51
0.5,-0.7093176516332385,0.4955311352458459,1,-3,2500,500,"[0.8468084846388132, 0.39025966392626776, -0.38763187021230217, -2.0827115787789827]","[0.7833856344188442, 0.09625179221809564, 0.19040394395070862]","[0.8929275301630002, -1.128400253734146, 3.2097849843362933, -1.036805008694668]","[-1.3657228418179561, -0.7034725219173215, -2.6011261197589874]",0.4728644213539969,0.5226648345656929,0.768,2.1553549503803158,2.170319244575582,0.534
0.5,-0.7068797732460281,0.661719132291616,2,-3,2500,500,"[0.9253524026585886, 0.4433779939148166, -0.4130201941415774, -2.1036269444614812]","[0.8696903475440472, 0.055847531030868744, 0.18385526953216608]","[1.200986707009069, -1.2796536166983379, 2.7072384584063314, -0.9234638396532178]","[-0.7711478371046963, -0.4995685915248692, -2.452644823771828]",0.45878611905275357,0.5239034927888759,0.782,1.7911254668594818,1.7151042599137656,0.59
0.5,-0.7052545209878878,0.773592691760842,3,-3,2500,500,"[0.9235393004083444, 0.37158389340548903, -0.23998109763475123, -1.8466204957089238]","[0.9997265043031712, -0.04454277521081768, 0.09490412818758627]","[2.0569187687439774, -0.8871098053129635, 2.2810478346633922, -0.8627522272190719]","[0.10358922274463245, -0.11147306999767015, -2.561884028526647]",0.46384024767356,0.5151250392062624,0.776,1.4557266406161247,1.4986652790634958,0.594
0.5,-0.5901468715342824,-0.6364527105107198,-3,-2,2500,500,"[0.4938196655776779, 0.3262330594162481, -0.4427408931431989, -1.75361520861307]","[0.13496532596238098, 0.14824513720729166, 0.12307945300014175]","[-2.232542743578045, 3.3576273362970266, 2.8142020967451935, -0.6200904636047209]","[-4.064315024294931, -2.8131776260672536, -1.1894360498490382]",0.5639411655410433,0.585889943607833,0.708,4.728385288005199,4.363265425568154,0.356
0.5,-0.5857920993841347,-0.45199979994507383,-2,-2,2500,500,"[0.5918540316396397, 0.22550343457749636, -0.46652088836613903, -1.744665607529507]","[0.19321269217680953, 0.24261823263983387, 0.1300694250364888]","[-1.7373500104013544, 2.6555141370193764, 3.2547834322372324, -0.626890293559777]","[-3.6222183984201943, -2.5682715040533832, -1.2737085054834751]",0.5606734207528156,0.5977510592876274,0.718,4.274797775596782,3.694481052401684,0.37
0.5,-0.579259941158913,-0.17183116091993111,-1,-2,2500,500,"[0.7168174016983562, 0.33563340161817096, -0.46548455030540764, -1.7920176877076655]","[0.37189495279373647, 0.14620448481837467, 0.10636327942700446]","[-0.3495856682702856, 0.014565704199616558, 4.428437953418353, -1.1101402851579811]","[-2.7248345627920445, -1.2687534447326572, -3.1551312161742446]",0.5535976270848343,0.5802674207044974,0.728,3.7391706624547756,3.579079162813007,0.492
0.5,-0.5694617038210809,0.25662696845473243,0,-2,2500,500,"[0.7640580938233256, 0.341567172712354, -0.3344864383138757, -1.6435349270493904]","[0.6748943526056361, 0.09380154697726693, 0.06371910393023184]","[0.6133757923016918, -1.127118602156028, 3.8841163834699053, -1.118563469413442]","[-1.509096220948374, 0.10448749289099357, -3.4635568445672718]",0.5408671411010011,0.5678997359154996,0.736,2.6858577975471687,2.7233858595770353,0.536
0.5,-0.5639764774498577,0.5009914079023257,1,-2,2500,500,"[0.8839365982709094, 0.27248072965682457, -0.3261849152580617, -1.5230395432987076]","[0.8073596965497764, 0.17240667216093364, 0.08469404806634946]","[1.2093924243166576, -0.9792031210373513, 3.320721960777689, -1.0257232694628622]","[-0.7504218382833504, 0.1934807121391383, -3.172805028014478]",0.5273139291251085,0.5580523627744968,0.752,2.181868107350071,2.2086450919095495,0.56
0.5,-0.5603196598690421,0.665773691158521,2,-2,2500,500,"[0.929939397274853, 0.39626162693356, -0.28922967350813406, -1.511814753675159]","[0.9665810723106951, 0.14586425293584993, 0.04977279994664053]","[1.720132764532903, -0.961517857716303, 2.8606447250513494, -0.8864811279585529]","[-0.05274345959010662, 0.11612609674985674, -2.966725800934637]",0.513328193262996,0.5661968295486688,0.752,1.720297481561429,1.7557022414293828,0.592
0.5,-0.5578817814818319,0.7764824109563723,3,-2,2500,500,"[0.9768031132751492, 0.4706782434491658, -0.3062739465134192, -1.559475925223694]","[0.9815288092404738, 0.04271236751100621, 0.052427224611954315]","[1.9887389777535203, -0.825644400437032, 2.327585199287121, -0.7746819667143722]","[0.6226204709795864, 0.2822310819810492, -2.5737980874862982]",0.5059152863298025,0.5639266042312306,0.768,1.3007024438620485,1.3598331520745286,0.596
0.5,-0.3852203073014235,-0.6299070460935505,-3,-1,2500,500,"[0.38231430427956625, 0.2459446894004831, -0.2837678730737695, -1.108277611844584]","[0.2025281794994389, 0.174401557776742, 0.006486016439396987]","[-2.4004893850223725, 2.882493391392511, 3.4371723436800794, -0.6594341213859803]","[-4.0135283339049215, -2.775839175579886, -1.7720889963151212]",0.6195475331180381,0.6340172734581233,0.696,4.9624306225574415,4.645114065903617,0.354
0.5,-0.3786881490762021,-0.4432530096477222,-2,-1,2500,500,"[0.4557980316394451, 0.21448492435969452, -0.24330134848197674, -1.0694004824608752]","[0.28067128547881653, 0.18796178588848655, 0.0011574967969507014]","[-1.7903906256276945, 0.6352827618825792, 4.2820410489444, -0.9005735853714231]","[-3.202495101381757, -1.2038251201024746, -3.2529837171391085]",0.6190205355358521,0.6404965285085219,0.674,4.2817395183036675,3.9160425894796633,0.462
0.5,-0.3688899117383697,-0.16117839107297552,-1,-1,2500,500,"[0.5410252503354428, 0.21005279986941594, -0.27012158554168303, -1.0836260541349345]","[0.4103040827839444, 0.15605979224577496, 0.04077611405956269]","[-1.5822837493717623, -0.9732031770455001, 3.375321562952895, -0.8107533665435012]","[-2.574853015977287, -0.21302081381690408, -2.8225568233723703]",0.6132267896250423,0.6298089343676708,0.696,2.9814423144683873,2.925770179847146,0.558
0.5,-0.3541925557316214,0.2668566392913141,0,-1,2500,500,"[0.650618080572317, 0.1948876757043043, -0.21993477280982074, -0.9742908636426556]","[0.6667534344685949, 0.13080730963408677, -0.0029326587432256896]","[-0.14741262349529127, -1.2547248846319643, 3.0531708806468174, -0.8160056951175905]","[-1.1099186650608504, 0.33574257443076017, -2.935303453559531]",0.6000653031435211,0.6302375044377854,0.702,2.2094833580616133,2.1557459240463817,0.578
0.5,-0.3459647161747865,0.509181816887045,1,-1,2500,500,"[0.7514382465869547, 0.2411889455177601, -0.18649324726809496, -0.9193052232501956]","[0.8021991413399286, 0.1610512395952936, 0.00223782127673627]","[1.8062666653667288, -1.385283708643382, 3.74897384694344, -1.0859128728490648]","[0.1738077842617266, 0.9185757584981944, -4.008666108407048]",0.5838813858490401,0.6133430027660987,0.72,2.2450231808612306,2.4010358313454456,0.566
0.5,-0.3404794898035631,0.671855529458879,2,-1,2500,500,"[0.8230730288448068, 0.33749851383263674, -0.16557612956483492, -0.8911742511672383]","[0.9228766586407792, 0.162986406345285, -0.019114868836944222]","[2.4388709848297214, -0.5784732589222534, 3.619192875034674, -1.069712609078162]","[0.7526679911004996, 1.2675846936580601, -3.815088442144833]",0.5693366663362789,0.6154290131898345,0.718,1.9180898629177994,1.860754933427371,0.614
0.5,-0.33682267222274764,0.7808169897496677,3,-1,2500,500,"[0.8923659502768798, 0.3489267012684542, -0.21110265219995103, -0.9248844359078263]","[1.0181396515889458, 0.2592347117991483, -0.005172870146648156]","[3.115940139984659, -0.3400770243304665, 3.322168253573766, -1.042104115801241]","[1.4047307029373932, 1.589583170547536, -3.680109320835405]",0.5553813482967446,0.6068242318508874,0.734,1.6979006248524084,1.6829627145289003,0.608
0.5,-0.0778304609521353,-0.6200885494677966,-3,0,2500,500,"[0.3513787534174114, 0.1561458717036067, -0.2305615279972073, -0.4226738396398294]","[0.2690454420756329, 0.17734547710180773, -0.07582324887546786]","[-3.548949229070569, 0.21918444919380486, -3.629477455757888, 0.8457691549658065]","[-3.500008554104685, -0.9410607996838187, 3.4600769177189328]",0.6573287247163491,0.6895746504484033,0.652,4.561278872215832,4.133905913531876,0.478
0.5,-0.06803222361430307,-0.4301328242016949,-2,0,2500,500,"[0.4416070964911306, 0.16918074056283544, -0.23833753532830917, -0.44637761484054994]","[0.3229161687893647, 0.14258981394246775, -0.05313342732521314]","[-2.6121195597815814, 0.6245445401352736, -3.596312109120674, 0.8120517206347573]","[-2.5005020564979783, -1.5578318224774137, 3.399297569044975]",0.6535684566915294,0.6767373285224394,0.65,4.055670914476588,3.7363817675065487,0.508
0.5,-0.05333486760755454,-0.14519923630254233,-1,0,2500,500,"[0.4744596457560385, 0.18306430984094613, -0.17464734435880894, -0.3585665497293177]","[0.46981134050539436, 0.09884045104859579, -0.07447406334678568]","[-1.5287895711813762, 0.8637084631850824, -3.580041340021417, 0.81730220330444]","[-1.3683505642034424, -1.5128320639971409, 3.526996078078887]",0.6494094340029974,0.683323913076325,0.604,3.411655610023343,3.353401000735037,0.476
0.5,-0.03128883359743195,0.2822011455461865,0,0,2500,500,"[0.631472232186677, 0.2019489909041767, -0.2016146383039083, -0.3502415746922402]","[0.6369573106112908, 0.13782197518512268, -0.09416193870659106]","[-0.4598763251804761, 0.8318899009662195, -3.3960926896504744, 0.794409697965571]","[-0.0026260704081126907, -1.4078393050690725, 3.368976669880406]",0.6299067138027922,0.6591347794649712,0.636,2.6764652127078103,2.6010816921241613,0.534
0.5,-0.018947074262179592,0.5214674303641242,1,0,2500,500,"[0.7013183304265831, 0.17671984595330412, -0.16770584679227485, -0.23577239849532428]","[0.7699463599161244, 0.21331327792379776, -0.08322687556476048]","[0.552169361606424, 0.9546610877536694, -3.6962400004179656, 0.8441051415031444]","[1.1940727004908498, -1.4385079131427119, 3.597032532075797]",0.6175519914124353,0.6484088275584904,0.63,2.513966465250215,2.3964427220871984,0.606
0.5,-0.010719234705344693,0.6809782869094161,2,0,2500,500,"[0.8137967192136281, 0.2573201941039872, -0.17145869094710126, -0.214811073543861]","[0.8177483692144526, 0.2122068740523753, -0.06989687540539974]","[1.1976335447309383, 1.1744008742952488, -4.051744595012577, 0.972233058168197]","[2.1784871425983434, -1.4643693862514264, 3.8276706047706757]",0.6057846448440145,0.6377340546238787,0.648,2.51274895569949,2.5077498201807673,0.642
0.5,-0.005234008334121409,0.7873188579396108,3,0,2500,500,"[0.8232244339969216, 0.27492128312707076, -0.13113640586605532, -0.16004314289572263]","[0.9168569835771616, 0.24484205717349872, -0.11206086404010256]","[1.7862659846109694, 1.2922915900291072, -3.933300394127061, 0.9321264148584507]","[2.5615518847126295, -1.152175501242774, 3.797840402541174]",0.5978153432829731,0.6324485001284375,0.67,2.3634126371357342,2.300967806971442,0.652
0.5,0.28144635936524315,-0.6086127044134048,-3,1,2500,500,"[0.2549319369531597, 0.13715898901163018, -0.09954186138172667, 0.49251120674851046]","[0.28187080397285214, 0.1322521512116201, -0.1800248781099757]","[-2.3648297790427266, 0.18255071978596327, -0.9948503484770779, 0.22101251001334887]","[-2.463675994281197, -0.3964281803774887, 0.36713250937835884]",0.6357191249972344,0.646699439094772,0.608,1.9611472572273705,1.8263370435727548,0.424
0.5,0.2879785175904647,-0.4150971317762591,-2,1,2500,500,"[0.3048196838910079, 0.14809999029313697, -0.09420577572262391, 0.4901319399331054]","[0.3623120779426839, 0.11240855554036368, -0.17522884410591283]","[-1.9311331576558532, 0.03772305961006239, -1.0412381606243288, 0.2227880180401518]","[-2.0024743355290564, -0.5571555748267079, 0.5641892551703771]",0.632460055645132,0.6452457372481413,0.604,1.8509408687128373,1.7420878781496472,0.43
0.5,0.2977767549282969,-0.12741955867560997,-1,1,2500,500,"[0.39410218110518225, 0.14627679910447994, -0.0716575188629374, 0.5241560496544738]","[0.4379944555172601, 0.12669229646447167, -0.19015684815558068]","[-1.0851635891498024, 0.04785336612539304, -0.8997293700695486, 0.2087664824798824]","[-1.1283980264581805, -0.5508221125087596, 0.5757641258122739]",0.6237689920311031,0.6396517758761845,0.608,1.4162767752074497,1.2881255921847299,0.45
0.5,0.3124741109350454,0.29853688989037797,0,1,2500,500,"[0.5257485775464874, 0.1430888505855456, -0.08010867210542012, 0.5598304257213235]","[0.5740380019794473, 0.22387838611698177, -0.14598705062891212]","[0.053587718951262686, 0.14205373980474745, -0.6844324745061989, 0.16582751358161862]","[0.039695295498969815, -0.31155240792577366, 0.6039067554469355]",0.6074635455078492,0.6154703861557033,0.634,0.9375052780991809,0.8837069291039374,0.518
0.5,0.3207019504918803,0.5342275879250135,1,1,2500,500,"[0.6203496284753842, 0.1674664970650179, -0.07281613070643125, 0.619964824264135]","[0.6471745214944516, 0.25504889368870143, -0.15057964437544755]","[0.7400897769841992, 0.06136131214475937, -0.7439055670728218, 0.15473511946580443]","[0.7332789830415365, -0.4511461263444012, 0.5746804865900774]",0.5942939946898098,0.5948921995494263,0.666,0.8647764984630408,0.8964504916475896,0.57
0.5,0.3261871768631036,0.6902987414783098,2,1,2500,500,"[0.692196532000048, 0.18865322154927225, -0.08408211563590934, 0.6226034047719554]","[0.7201147997061531, 0.33632840255151103, -0.14876944576826984]","[1.2572422422820364, 0.462519338230424, -0.6103708766146849, 0.1426212034263421]","[1.2365534717439115, -0.10093093063490599, 0.7164735585587665]",0.5809185404715599,0.5956058779683435,0.672,0.8295550013928507,0.8812259542050477,0.592
0.5,0.32984399444391915,0.7938891459038097,3,1,2500,500,"[0.7129150425416262, 0.3354999301445625, -0.057148750086718485, 0.5782775752237171]","[0.7896356949519845, 0.20297347551331432, -0.18708618949464512]","[1.8134379254241377, 0.10948372747697244, -0.6641231124444076, 0.12347462207532334]","[1.7609926633034194, -0.3578442225585854, 0.5153566573621244]",0.5770642871600877,0.597617968192894,0.676,0.8269790566117459,0.9392424916103597,0.574
